Texas Education Agency,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Total Enrollment Counts in Student Program and Special Populations Reports,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PEIMS Data 2012-2013,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SCOPE,AGG_LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL PRE-K MILITARY STUDENTS,TOTAL PRE-K FOSTER STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES
STATE,DISTRICT,2012-2013,165902,GREENWOOD ISD,18,1882,83,389,88,0,84,627,1084,784,0,0,93
STATE,DISTRICT,2012-2013,166901,CAMERON ISD,6,1620,78,379,130,70,60,1200,1620,663,-9999999,-9999999,136
STATE,DISTRICT,2012-2013,166902,GAUSE ISD,6,209,8,17,10,0,10,145,209,39,0,0,11
STATE,DISTRICT,2012-2013,166903,MILANO ISD,6,402,11,150,24,0,24,225,173,138,0,0,47
STATE,DISTRICT,2012-2013,166904,ROCKDALE ISD,6,1589,77,504,80,0,79,1029,1589,664,0,-9999999,143
STATE,DISTRICT,2012-2013,166905,THORNDALE ISD,13,580,73,189,34,0,34,278,98,191,-9999999,-9999999,47
STATE,DISTRICT,2012-2013,166907,BUCKHOLTS ISD,6,184,7,53,10,0,10,141,184,75,0,0,20
STATE,DISTRICT,2012-2013,167901,GOLDTHWAITE ISD,12,579,33,164,24,0,24,254,579,187,-9999999,0,59
STATE,DISTRICT,2012-2013,167902,MULLIN ISD,12,106,-9999999,38,-9999999,0,-9999999,86,106,42,0,0,25
STATE,DISTRICT,2012-2013,167903,STAR ISD,12,59,-9999999,21,14,0,14,55,59,41,0,0,9
STATE,DISTRICT,2012-2013,167904,PRIDDY ISD,12,101,9,29,0,0,0,65,101,24,0,0,10
STATE,DISTRICT,2012-2013,168901,COLORADO ISD,14,1107,58,317,27,0,27,668,1107,606,0,0,101
STATE,DISTRICT,2012-2013,168902,LORAINE ISD,14,134,-9999999,43,-9999999,0,-9999999,94,134,34,0,0,10
STATE,DISTRICT,2012-2013,168903,WESTBROOK ISD,14,219,10,62,0,0,0,93,219,105,0,-9999999,22
STATE,DISTRICT,2012-2013,169901,BOWIE ISD,9,1689,82,524,92,0,92,834,1689,708,0,-9999999,150
STATE,DISTRICT,2012-2013,169902,NOCONA ISD,9,845,43,229,95,0,95,473,845,401,0,-9999999,85
STATE,DISTRICT,2012-2013,169906,GOLD BURG ISD,9,132,-9999999,50,-9999999,0,-9999999,67,132,60,0,0,18
STATE,DISTRICT,2012-2013,169908,MONTAGUE ISD,9,112,-9999999,0,0,0,0,41,112,11,0,0,10
STATE,DISTRICT,2012-2013,169909,PRAIRIE VALLEY ISD,9,141,-9999999,45,0,0,0,74,74,46,0,0,11
STATE,DISTRICT,2012-2013,169910,FORESTBURG ISD,9,193,-9999999,82,0,0,0,82,193,12,0,0,21
STATE,DISTRICT,2012-2013,169911,SAINT JO ISD,9,282,21,106,-9999999,0,-9999999,129,282,78,0,0,32
STATE,DISTRICT,2012-2013,170801,TEXAS SERENITY ACADEMY,6,427,0,0,143,0,135,390,427,392,0,0,27
STATE,DISTRICT,2012-2013,170902,CONROE ISD,6,53934,3568,11458,6594,4052,2165,19273,14436,16767,23,32,4053
STATE,DISTRICT,2012-2013,170903,MONTGOMERY ISD,6,7189,367,1918,187,84,103,1889,1583,1602,-9999999,-9999999,483
STATE,DISTRICT,2012-2013,170904,WILLIS ISD,6,6550,237,1428,970,644,476,4032,3300,3316,-9999999,-9999999,458
STATE,DISTRICT,2012-2013,170906,MAGNOLIA ISD,6,11990,725,3092,1304,739,417,4951,2922,3582,7,6,1165
STATE,DISTRICT,2012-2013,170907,SPLENDORA ISD,6,3489,196,803,287,177,92,2198,3489,1562,-9999999,7,287
STATE,DISTRICT,2012-2013,170908,NEW CANEY ISD,6,11551,773,2467,2448,2268,767,7286,6865,5465,-9999999,6,1105
STATE,DISTRICT,2012-2013,171901,DUMAS ISD,16,4682,238,1009,1215,153,1062,3283,1831,2489,-9999999,-9999999,437
STATE,DISTRICT,2012-2013,171902,SUNRAY ISD,16,528,37,129,93,0,91,200,381,258,0,0,40
STATE,DISTRICT,2012-2013,172902,DAINGERFIELD-LONE STAR ISD,8,1149,43,311,82,0,80,922,1138,465,0,0,160
STATE,DISTRICT,2012-2013,172905,PEWITT CISD,8,1071,45,282,31,0,30,692,1071,393,0,-9999999,96
STATE,DISTRICT,2012-2013,173901,MOTLEY COUNTY ISD,17,188,21,71,-9999999,0,-9999999,140,187,49,0,0,13
STATE,DISTRICT,2012-2013,174801,STEPHEN F AUSTIN STATE UNIVERSITY,7,252,0,0,-9999999,0,-9999999,19,0,81,0,0,10
STATE,DISTRICT,2012-2013,174901,CHIRENO ISD,7,378,24,129,22,0,28,279,378,176,0,-9999999,27
STATE,DISTRICT,2012-2013,174902,CUSHING ISD,7,494,37,154,16,0,16,319,494,184,0,0,52
STATE,DISTRICT,2012-2013,174903,GARRISON ISD,7,747,41,268,19,0,19,349,747,226,0,0,68
STATE,DISTRICT,2012-2013,174904,NACOGDOCHES ISD,7,6478,424,1465,1614,543,1110,5109,4711,4424,-9999999,-9999999,448
STATE,DISTRICT,2012-2013,174906,WODEN ISD,7,806,39,257,57,0,54,444,806,302,0,0,63
STATE,DISTRICT,2012-2013,174908,CENTRAL HEIGHTS ISD,7,1083,54,283,39,0,39,424,546,377,0,0,74
STATE,DISTRICT,2012-2013,174909,MARTINSVILLE ISD,7,358,26,105,13,0,11,161,358,136,0,0,45
STATE,DISTRICT,2012-2013,174910,ETOILE ISD,7,141,6,0,0,0,0,108,137,67,0,-9999999,20
STATE,DISTRICT,2012-2013,174911,DOUGLASS ISD,7,395,25,85,8,0,8,148,0,57,0,0,42
STATE,DISTRICT,2012-2013,175902,BLOOMING GROVE ISD,12,818,34,267,65,0,62,438,342,182,0,0,66
STATE,DISTRICT,2012-2013,175903,CORSICANA ISD,12,5906,467,1354,1208,690,684,4365,5903,2908,0,-9999999,477
STATE,DISTRICT,2012-2013,175904,DAWSON ISD,12,426,20,106,7,0,7,264,426,103,0,0,37
STATE,DISTRICT,2012-2013,175905,FROST ISD,12,384,34,129,48,0,48,217,383,147,0,0,28
STATE,DISTRICT,2012-2013,175907,KERENS ISD,12,651,46,160,17,0,17,511,650,155,0,0,61
STATE,DISTRICT,2012-2013,175910,MILDRED ISD,12,722,27,205,14,0,14,289,722,187,0,0,53
STATE,DISTRICT,2012-2013,175911,RICE ISD,12,861,59,270,194,0,194,588,595,336,-9999999,0,55
STATE,DISTRICT,2012-2013,176901,BURKEVILLE ISD,5,298,8,94,-9999999,0,-9999999,224,298,128,-9999999,0,28
STATE,DISTRICT,2012-2013,176902,NEWTON ISD,5,1075,47,288,6,0,6,744,786,511,0,0,151
STATE,DISTRICT,2012-2013,176903,DEWEYVILLE ISD,5,662,27,173,0,0,0,333,661,231,0,0,58
STATE,DISTRICT,2012-2013,177901,ROSCOE COLLEGIATE ISD,14,452,7,128,50,0,50,253,292,142,0,0,26
STATE,DISTRICT,2012-2013,177902,SWEETWATER ISD,14,2248,169,583,55,0,55,1556,1060,875,0,0,277
STATE,DISTRICT,2012-2013,177903,BLACKWELL CISD,14,148,21,71,-9999999,0,-9999999,62,0,19,-9999999,0,18
STATE,DISTRICT,2012-2013,177905,HIGHLAND ISD,14,246,13,97,0,0,0,78,246,63,0,0,21
STATE,DISTRICT,2012-2013,178801,DR M L GARZA-GONZALEZ CHARTER SCHO,2,228,0,17,93,93,0,208,228,199,-9999999,0,5
STATE,DISTRICT,2012-2013,178804,RICHARD MILBURN ALTER HIGH SCHOOL,2,224,0,91,0,0,0,116,224,168,0,0,35
STATE,DISTRICT,2012-2013,178807,CORPUS CHRISTI MONTESSORI SCHOOL,2,165,0,0,0,0,0,23,0,-9999999,0,0,8
STATE,DISTRICT,2012-2013,178808,SEASHORE CHARTER SCHOOLS,2,433,70,0,6,0,6,9,0,113,0,0,25
STATE,DISTRICT,2012-2013,178901,AGUA DULCE ISD,2,368,14,113,6,0,5,217,368,175,0,0,28
STATE,DISTRICT,2012-2013,178902,BISHOP CISD,2,1299,91,390,61,0,60,707,1298,441,0,-9999999,114
STATE,DISTRICT,2012-2013,178903,CALALLEN ISD,2,4000,343,953,79,0,77,1662,631,1230,0,-9999999,406
STATE,DISTRICT,2012-2013,178904,CORPUS CHRISTI ISD,2,39213,1264,7639,1903,1355,402,26870,31771,19806,29,8,3741
STATE,DISTRICT,2012-2013,178905,DRISCOLL ISD,2,292,21,0,28,0,28,214,288,117,-9999999,0,19
STATE,DISTRICT,2012-2013,178906,LONDON ISD,2,615,92,71,-9999999,0,-9999999,67,86,38,-9999999,0,49
STATE,DISTRICT,2012-2013,178908,PORT ARANSAS ISD,2,525,44,165,8,0,8,175,525,97,-9999999,0,30
STATE,DISTRICT,2012-2013,178909,ROBSTOWN ISD,2,3091,300,794,126,113,9,2771,3091,1836,-9999999,0,292
STATE,DISTRICT,2012-2013,178912,TULOSO-MIDWAY ISD,2,3721,163,979,164,123,27,1836,1682,1088,-9999999,0,360
STATE,DISTRICT,2012-2013,178913,BANQUETE ISD,2,856,51,251,39,0,39,594,856,312,0,0,92
STATE,DISTRICT,2012-2013,178914,FLOUR BLUFF ISD,2,5607,635,1537,151,0,146,2421,2820,1994,31,-9999999,565
STATE,DISTRICT,2012-2013,178915,WEST OSO ISD,2,2033,79,758,92,66,20,1810,2031,1007,0,0,239
STATE,DISTRICT,2012-2013,179901,PERRYTON ISD,16,2398,108,547,713,0,696,1376,1800,1313,0,-9999999,168
STATE,DISTRICT,2012-2013,180901,BOYS RANCH ISD,16,320,17,105,-9999999,0,-9999999,257,320,266,0,0,40
STATE,DISTRICT,2012-2013,180902,VEGA ISD,16,343,17,133,8,0,7,133,343,64,0,0,29
STATE,DISTRICT,2012-2013,180903,ADRIAN ISD,16,134,5,83,6,0,6,78,134,33,0,0,11
STATE,DISTRICT,2012-2013,180904,WILDORADO ISD,16,102,0,0,0,0,0,41,102,6,0,0,5
STATE,DISTRICT,2012-2013,181901,BRIDGE CITY ISD,5,2770,204,530,124,43,73,1113,2770,833,-9999999,-9999999,212
STATE,DISTRICT,2012-2013,181905,ORANGEFIELD ISD,5,1708,77,511,36,0,36,675,692,449,0,0,163
STATE,DISTRICT,2012-2013,181906,WEST ORANGE-COVE CISD,5,2354,115,480,101,0,97,2070,2354,1287,0,-9999999,297
STATE,DISTRICT,2012-2013,181907,VIDOR ISD,5,4993,254,1288,19,0,19,2785,2046,2150,5,-9999999,685
STATE,DISTRICT,2012-2013,181908,LITTLE CYPRESS-MAURICEVILLE CISD,5,3415,145,952,76,0,74,1336,1501,1241,0,0,423
STATE,DISTRICT,2012-2013,182901,GORDON ISD,11,235,5,93,0,0,-9999999,107,234,38,0,0,23
STATE,DISTRICT,2012-2013,182902,GRAFORD ISD,11,330,29,93,11,0,11,236,211,106,0,0,25
STATE,DISTRICT,2012-2013,182903,MINERAL WELLS ISD,11,3479,164,998,314,135,139,2377,3457,1686,0,0,330
STATE,DISTRICT,2012-2013,182904,SANTO ISD,11,509,64,164,20,0,20,224,248,132,0,0,45
STATE,DISTRICT,2012-2013,182905,STRAWN ISD,11,193,-9999999,51,17,0,17,108,193,53,0,0,19
STATE,DISTRICT,2012-2013,182906,PALO PINTO ISD,11,123,6,0,6,0,6,64,123,41,0,0,8
STATE,DISTRICT,2012-2013,183801,PANOLA CHARTER SCHOOL,7,169,11,135,-9999999,0,0,52,0,87,0,0,8
STATE,DISTRICT,2012-2013,183901,BECKVILLE ISD,7,676,17,237,15,0,15,228,676,263,0,0,46
STATE,DISTRICT,2012-2013,183902,CARTHAGE ISD,7,2867,184,684,262,0,262,1535,2867,1214,-9999999,-9999999,285
STATE,DISTRICT,2012-2013,183904,GARY ISD,7,411,-9999999,62,11,0,11,189,411,18,0,0,34
STATE,DISTRICT,2012-2013,184801,CROSSTIMBERS ACADEMY,11,118,0,105,0,0,0,56,118,93,0,0,7
STATE,DISTRICT,2012-2013,184901,POOLVILLE ISD,11,512,39,139,28,0,28,253,368,230,0,-9999999,41
STATE,DISTRICT,2012-2013,184902,SPRINGTOWN ISD,11,3459,148,774,140,6,131,1841,1996,1559,8,-9999999,328
STATE,DISTRICT,2012-2013,184903,WEATHERFORD ISD,11,7636,545,1996,621,347,266,3432,3182,2625,5,-9999999,658
STATE,DISTRICT,2012-2013,184904,MILLSAP ISD,11,794,44,260,24,0,24,355,559,249,0,0,60
STATE,DISTRICT,2012-2013,184907,ALEDO ISD,11,4733,353,825,126,0,124,581,1903,781,-9999999,-9999999,320
STATE,DISTRICT,2012-2013,184908,PEASTER ISD,11,1020,47,256,20,0,20,339,90,265,-9999999,0,87
STATE,DISTRICT,2012-2013,184909,BROCK ISD,11,1003,42,275,19,0,19,152,467,169,-9999999,-9999999,47
STATE,DISTRICT,2012-2013,184911,GARNER ISD,11,190,19,0,-9999999,0,-9999999,108,190,74,0,0,14
STATE,DISTRICT,2012-2013,185901,BOVINA ISD,16,482,11,103,113,22,91,393,482,276,0,0,31
STATE,DISTRICT,2012-2013,185902,FARWELL ISD,16,582,30,120,78,0,76,317,582,269,0,0,38
STATE,DISTRICT,2012-2013,185903,FRIONA ISD,16,1208,82,228,261,123,108,919,1208,608,0,0,105
STATE,DISTRICT,2012-2013,185904,LAZBUDDIE ISD,16,183,-9999999,61,22,0,22,145,183,100,0,0,16
STATE,DISTRICT,2012-2013,186901,BUENA VISTA ISD,18,123,-9999999,52,22,0,22,78,123,42,0,0,-9999999
STATE,DISTRICT,2012-2013,186902,FORT STOCKTON ISD,18,2406,74,506,274,212,56,1604,2406,1298,-9999999,0,146
STATE,DISTRICT,2012-2013,186903,IRAAN-SHEFFIELD ISD,18,532,6,98,43,0,43,228,530,281,0,0,58
STATE,DISTRICT,2012-2013,187901,BIG SANDY ISD,6,495,57,150,0,0,0,259,495,221,0,0,49
STATE,DISTRICT,2012-2013,187903,GOODRICH ISD,6,235,0,54,31,0,33,193,235,90,-9999999,0,15
STATE,DISTRICT,2012-2013,187904,CORRIGAN-CAMDEN ISD,6,1021,58,386,110,0,97,760,1021,463,-9999999,-9999999,120
STATE,DISTRICT,2012-2013,187906,LEGGETT ISD,6,187,-9999999,52,9,0,9,154,187,96,0,0,21
STATE,DISTRICT,2012-2013,187907,LIVINGSTON ISD,6,4098,171,1208,251,102,144,2777,2065,1846,0,0,439
STATE,DISTRICT,2012-2013,187910,ONALASKA ISD,6,944,39,242,6,0,6,721,944,407,0,0,93
STATE,DISTRICT,2012-2013,188801,RICHARD MILBURN ACADEMY (AMARILLO),16,216,0,121,0,0,0,123,216,169,0,0,26
STATE,DISTRICT,2012-2013,188901,AMARILLO ISD,16,33327,1809,6994,4613,1592,2977,22297,20878,12656,-9999999,17,2941
STATE,DISTRICT,2012-2013,188902,RIVER ROAD ISD,16,1450,90,278,23,0,21,909,821,608,0,-9999999,133
STATE,DISTRICT,2012-2013,188903,HIGHLAND PARK ISD,16,917,66,241,58,0,58,589,917,271,0,0,85
STATE,DISTRICT,2012-2013,188904,BUSHLAND ISD,16,1399,163,621,9,0,9,284,512,260,0,0,111
STATE,DISTRICT,2012-2013,189901,MARFA ISD,18,332,13,67,52,0,52,246,332,196,0,0,42
STATE,DISTRICT,2012-2013,189902,PRESIDIO ISD,18,1440,80,271,782,551,229,1258,1440,981,0,0,83
STATE,DISTRICT,2012-2013,190903,RAINS ISD,7,1656,111,377,68,0,68,978,1656,621,0,-9999999,169
STATE,DISTRICT,2012-2013,191901,CANYON ISD,16,9224,351,2325,126,0,123,2703,2464,2046,0,0,798
STATE,DISTRICT,2012-2013,192901,REAGAN COUNTY ISD,18,887,22,223,103,0,103,422,635,560,-9999999,0,57
STATE,DISTRICT,2012-2013,193801,BIG SPRINGS CHARTER SCHOOL,20,165,0,49,6,0,-9999999,152,165,142,0,0,100
STATE,DISTRICT,2012-2013,193902,LEAKEY ISD,20,264,12,101,21,0,21,143,264,70,0,0,23
STATE,DISTRICT,2012-2013,194902,AVERY ISD,8,386,24,117,5,0,5,193,386,74,0,0,39
STATE,DISTRICT,2012-2013,194903,RIVERCREST ISD,8,712,93,201,16,0,16,413,507,274,-9999999,0,77
STATE,DISTRICT,2012-2013,194904,CLARKSVILLE ISD,8,648,42,167,62,0,60,597,648,328,0,-9999999,80
STATE,DISTRICT,2012-2013,194905,DETROIT ISD,8,486,34,125,-9999999,0,-9999999,321,486,163,0,0,82
STATE,DISTRICT,2012-2013,195901,PECOS-BARSTOW-TOYAH ISD,18,2270,142,469,169,132,26,1629,2270,552,0,-9999999,207
STATE,DISTRICT,2012-2013,195902,BALMORHEA ISD,18,165,9,72,7,0,7,146,165,95,-9999999,0,14
STATE,DISTRICT,2012-2013,196901,AUSTWELL-TIVOLI ISD,3,150,19,24,0,0,0,79,150,41,0,0,13
STATE,DISTRICT,2012-2013,196902,WOODSBORO ISD,3,517,53,107,-9999999,0,0,274,289,193,0,0,69
STATE,DISTRICT,2012-2013,196903,REFUGIO ISD,3,731,32,104,29,0,27,448,722,304,0,0,74
STATE,DISTRICT,2012-2013,197902,MIAMI ISD,16,215,6,44,0,0,0,41,215,28,0,0,18
STATE,DISTRICT,2012-2013,198901,BREMOND ISD,6,434,44,102,9,0,9,213,196,187,0,0,46
STATE,DISTRICT,2012-2013,198902,CALVERT ISD,6,144,13,44,-9999999,0,0,130,144,39,0,0,22
STATE,DISTRICT,2012-2013,198903,FRANKLIN ISD,6,1072,85,242,24,0,24,391,535,239,0,-9999999,94
STATE,DISTRICT,2012-2013,198905,HEARNE ISD,6,981,43,200,125,0,123,907,981,540,0,0,139
STATE,DISTRICT,2012-2013,198906,MUMFORD ISD,6,597,68,99,86,0,84,453,597,188,0,-9999999,39
STATE,DISTRICT,2012-2013,199901,ROCKWALL ISD,10,14486,921,3133,1014,530,487,3715,2763,3840,0,0,1266
STATE,DISTRICT,2012-2013,199902,ROYSE CITY ISD,10,4905,546,1260,337,140,192,1940,164,1313,5,-9999999,377
STATE,DISTRICT,2012-2013,200901,BALLINGER ISD,15,948,86,245,14,0,14,571,463,382,0,-9999999,88
STATE,DISTRICT,2012-2013,200902,MILES ISD,15,444,30,109,23,0,23,169,223,197,0,0,39
STATE,DISTRICT,2012-2013,200904,WINTERS ISD,15,625,62,162,22,0,18,450,625,261,0,-9999999,60
STATE,DISTRICT,2012-2013,200906,OLFEN ISD,15,52,0,0,-9999999,0,-9999999,42,0,15,0,0,6
STATE,DISTRICT,2012-2013,201902,HENDERSON ISD,7,3446,200,769,387,74,254,2090,2543,1681,0,-9999999,279
STATE,DISTRICT,2012-2013,201903,LANEVILLE ISD,7,158,0,42,22,0,22,150,158,111,0,0,22
STATE,DISTRICT,2012-2013,201904,LEVERETTS CHAPEL ISD,7,256,20,52,39,0,39,176,256,103,0,0,11
STATE,DISTRICT,2012-2013,201907,MOUNT ENTERPRISE ISD,7,386,46,109,17,0,17,207,386,140,0,-9999999,37
STATE,DISTRICT,2012-2013,201908,OVERTON ISD,7,517,47,131,-9999999,0,-9999999,291,517,129,-9999999,-9999999,40
STATE,DISTRICT,2012-2013,201910,TATUM ISD,7,1631,147,316,139,0,137,900,1631,595,0,0,119
STATE,DISTRICT,2012-2013,201913,CARLISLE ISD,7,663,26,115,194,31,128,513,662,334,0,0,40
STATE,DISTRICT,2012-2013,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7,998,36,218,108,0,108,713,941,538,0,-9999999,92
STATE,DISTRICT,2012-2013,202903,HEMPHILL ISD,7,928,62,157,18,0,18,576,927,238,0,0,96
STATE,DISTRICT,2012-2013,202905,WEST SABINE ISD,7,653,49,168,8,0,10,524,653,269,0,0,65
STATE,DISTRICT,2012-2013,203901,SAN AUGUSTINE ISD,7,823,77,176,84,0,84,757,823,448,0,-9999999,93
STATE,DISTRICT,2012-2013,203902,BROADDUS ISD,7,439,52,119,8,0,8,344,439,175,0,0,51
STATE,DISTRICT,2012-2013,204901,COLDSPRING-OAKHURST CISD,6,1629,96,608,17,0,14,1095,1629,882,0,0,165
STATE,DISTRICT,2012-2013,204904,SHEPHERD ISD,6,1884,94,514,196,55,139,1318,1359,1013,-9999999,0,171
STATE,DISTRICT,2012-2013,205901,ARANSAS PASS ISD,2,1841,76,431,161,112,43,1243,1841,769,-9999999,-9999999,207
STATE,DISTRICT,2012-2013,205902,GREGORY-PORTLAND ISD,2,4495,334,541,99,0,94,1844,2065,1831,-9999999,0,420
STATE,DISTRICT,2012-2013,205903,INGLESIDE ISD,2,2288,82,436,129,0,125,1161,2288,1129,0,0,184
STATE,DISTRICT,2012-2013,205904,MATHIS ISD,2,1662,90,385,43,26,-9999999,1346,1662,1088,0,5,158
STATE,DISTRICT,2012-2013,205905,ODEM-EDROY ISD,2,1045,57,212,43,0,39,643,1045,376,0,0,90
STATE,DISTRICT,2012-2013,205906,SINTON ISD,2,2189,158,555,29,0,29,1557,2176,1219,0,0,207
STATE,DISTRICT,2012-2013,205907,TAFT ISD,2,1095,68,279,20,0,19,802,295,655,-9999999,0,119
STATE,DISTRICT,2012-2013,206901,SAN SABA ISD,15,730,33,222,115,0,114,453,730,309,0,0,79
STATE,DISTRICT,2012-2013,206902,RICHLAND SPRINGS ISD,15,130,-9999999,38,0,0,0,80,130,27,0,0,13
STATE,DISTRICT,2012-2013,206903,CHEROKEE ISD,15,123,7,41,7,0,7,68,123,59,0,0,22
STATE,DISTRICT,2012-2013,207901,SCHLEICHER ISD,15,585,13,140,43,0,43,266,585,290,0,-9999999,35
STATE,DISTRICT,2012-2013,208901,HERMLEIGH ISD,14,240,15,59,5,0,5,133,240,98,0,0,24
STATE,DISTRICT,2012-2013,208902,SNYDER ISD,14,2792,120,556,213,103,83,1577,1517,1283,0,0,295
STATE,DISTRICT,2012-2013,208903,IRA ISD,14,255,13,121,5,0,5,68,0,99,0,0,13
STATE,DISTRICT,2012-2013,209901,ALBANY ISD,14,503,25,142,13,0,13,195,503,166,0,0,46
STATE,DISTRICT,2012-2013,209902,MORAN ISD,14,123,8,73,0,0,0,98,123,34,0,0,20
STATE,DISTRICT,2012-2013,210901,CENTER ISD,7,2757,180,635,724,115,575,2010,2757,1627,0,5,238
STATE,DISTRICT,2012-2013,210902,JOAQUIN ISD,7,747,27,255,48,0,48,439,747,306,0,0,96
STATE,DISTRICT,2012-2013,210903,SHELBYVILLE ISD,7,826,30,240,59,0,59,494,826,411,0,0,62
STATE,DISTRICT,2012-2013,210904,TENAHA ISD,7,572,64,152,107,0,107,483,572,364,-9999999,0,78
STATE,DISTRICT,2012-2013,210905,TIMPSON ISD,7,644,16,124,32,0,32,469,644,320,0,-9999999,75
STATE,DISTRICT,2012-2013,210906,EXCELSIOR ISD,7,119,-9999999,0,6,0,6,70,119,59,0,0,23
STATE,DISTRICT,2012-2013,211901,TEXHOMA ISD,16,373,50,0,59,0,59,145,373,133,0,0,28
STATE,DISTRICT,2012-2013,211902,STRATFORD ISD,16,593,23,144,97,0,97,353,593,254,0,-9999999,50
STATE,DISTRICT,2012-2013,212801,CUMBERLAND ACADEMY,7,483,0,0,0,0,0,170,483,27,0,0,34
STATE,DISTRICT,2012-2013,212803,AZLEWAY CHARTER SCHOOL,7,161,0,87,0,0,0,161,161,161,0,0,95
STATE,DISTRICT,2012-2013,212804,UT TYLER INNOVATION ACADEMY,7,278,12,0,-9999999,0,0,36,0,24,0,0,10
STATE,DISTRICT,2012-2013,212901,ARP ISD,7,884,65,199,22,0,22,488,884,252,0,0,66
STATE,DISTRICT,2012-2013,212902,BULLARD ISD,7,2182,105,672,48,0,47,759,1184,734,0,-9999999,228
STATE,DISTRICT,2012-2013,212903,LINDALE ISD,7,3757,266,892,126,0,123,1625,3757,1056,-9999999,-9999999,375
STATE,DISTRICT,2012-2013,212904,TROUP ISD,7,1124,68,308,37,0,35,605,1124,710,0,0,79
STATE,DISTRICT,2012-2013,212905,TYLER ISD,7,18263,1831,4906,3954,2479,1023,12918,16025,10701,-9999999,5,1374
STATE,DISTRICT,2012-2013,212906,WHITEHOUSE ISD,7,4599,296,994,147,0,140,1722,2204,1774,-9999999,-9999999,365
STATE,DISTRICT,2012-2013,212909,CHAPEL HILL ISD,7,3446,162,974,608,439,258,2556,2479,1876,-9999999,-9999999,250
STATE,DISTRICT,2012-2013,212910,WINONA ISD,7,1019,82,276,50,0,50,659,1009,399,0,0,110
STATE,DISTRICT,2012-2013,213801,BRAZOS RIVER CHARTER SCHOOL,11,226,0,114,0,0,0,127,226,181,0,0,37
STATE,DISTRICT,2012-2013,213901,GLEN ROSE ISD,11,1688,121,442,156,62,94,797,435,665,0,-9999999,124
STATE,DISTRICT,2012-2013,214901,RIO GRANDE CITY CISD,1,10834,1364,3352,6534,4692,1824,10363,10834,7364,0,0,1009
STATE,DISTRICT,2012-2013,214902,SAN ISIDRO ISD,1,263,5,68,42,-9999999,42,216,0,101,0,0,28
STATE,DISTRICT,2012-2013,214903,ROMA ISD,1,6511,527,1478,4511,3035,1454,5958,6511,5346,0,0,295
STATE,DISTRICT,2012-2013,215901,BRECKENRIDGE ISD,14,1460,103,371,108,76,47,948,900,448,-9999999,0,131
STATE,DISTRICT,2012-2013,216901,STERLING CITY ISD,15,264,14,117,10,0,10,121,38,94,0,0,27
STATE,DISTRICT,2012-2013,217901,ASPERMONT ISD,14,253,9,84,5,0,5,128,146,61,0,0,22
STATE,DISTRICT,2012-2013,218901,SONORA ISD,15,934,26,221,88,45,42,459,934,392,-9999999,-9999999,85
STATE,DISTRICT,2012-2013,219901,HAPPY ISD,16,241,-9999999,82,9,0,9,109,241,46,0,0,21
STATE,DISTRICT,2012-2013,219903,TULIA ISD,16,1113,50,228,69,0,68,864,1113,487,0,-9999999,120
STATE,DISTRICT,2012-2013,219905,KRESS ISD,16,234,7,56,17,0,17,166,234,94,0,0,24
STATE,DISTRICT,2012-2013,220801,TREETOPS SCHOOL INTERNATIONAL,11,350,0,0,0,0,0,64,0,35,0,0,24
STATE,DISTRICT,2012-2013,220802,ARLINGTON CLASSICS ACADEMY,11,1176,0,0,45,0,22,224,0,77,0,0,34
STATE,DISTRICT,2012-2013,220804,FORT WORTH CAN ACADEMY,11,646,0,221,34,0,34,591,646,627,0,0,74
STATE,DISTRICT,2012-2013,220809,FORT WORTH ACADEMY OF FINE ARTS,11,521,67,0,-9999999,0,-9999999,99,0,16,0,0,17
STATE,DISTRICT,2012-2013,220810,WESTLAKE ACADEMY CHARTER SCHOOL,11,670,0,0,0,0,0,0,0,47,0,0,30
STATE,DISTRICT,2012-2013,220811,EAST FORT WORTH MONTESSORI ACADEMY,11,549,20,0,148,0,145,426,402,232,0,-9999999,12
STATE,DISTRICT,2012-2013,220812,RICHARD MILBURN ACADEMY (FORT WORT,11,198,0,104,0,0,0,150,198,145,0,0,16
STATE,DISTRICT,2012-2013,220813,HARMONY SCIENCE ACAD (FORT WORTH),11,3422,246,34,413,0,372,1754,3422,549,0,0,124
STATE,DISTRICT,2012-2013,220814,TEXAS ELEMENTARY SCHOOL OF THE ART,11,296,21,0,0,0,0,45,0,21,0,0,17
STATE,DISTRICT,2012-2013,220815,CHAPEL HILL ACADEMY,11,488,34,0,21,0,21,314,487,180,-9999999,0,38
STATE,DISTRICT,2012-2013,220816,UPLIFT EDUCATION-SUMMIT INTERNATIO,11,1692,0,191,456,0,441,1264,1610,887,0,0,81
