Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2013-2014

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES"
"STATE","DISTRICT","2013-2014",158906,"VAN VLECK ISD",03,924,84,320,12,0,12,496,390,421,5,-9999999,85
"STATE","DISTRICT","2013-2014",159901,"EAGLE PASS ISD",20,15117,1269,3311,5188,4266,711,11672,15116,9629,29,23,1093
"STATE","DISTRICT","2013-2014",160901,"BRADY ISD",15,1250,37,327,63,0,66,832,1250,550,0,30,163
"STATE","DISTRICT","2013-2014",160904,"ROCHELLE ISD",15,204,-9999999,92,0,0,0,123,204,91,0,8,27
"STATE","DISTRICT","2013-2014",160905,"LOHN ISD",15,103,-9999999,40,0,0,0,79,103,31,-9999999,-9999999,16
"STATE","DISTRICT","2013-2014",161801,"WACO CHARTER SCHOOL",12,216,0,0,57,0,57,213,216,113,0,-9999999,16
"STATE","DISTRICT","2013-2014",161802,"RAPOPORT ACADEMY PUBLIC SCHOOL",12,723,0,34,12,0,9,455,723,306,0,0,35
"STATE","DISTRICT","2013-2014",161807,"HARMONY SCIENCE ACAD (WACO)",12,3946,243,616,754,0,700,2490,3260,1624,0,0,180
"STATE","DISTRICT","2013-2014",161901,"CRAWFORD ISD",12,571,28,219,7,0,7,130,567,175,0,0,49
"STATE","DISTRICT","2013-2014",161903,"MIDWAY ISD",12,7456,948,2102,280,56,216,2222,2327,2281,94,10,509
"STATE","DISTRICT","2013-2014",161906,"LA VEGA ISD",12,2924,54,744,628,84,537,2585,2178,1759,0,-9999999,219
"STATE","DISTRICT","2013-2014",161907,"LORENA ISD",12,1655,180,420,27,0,28,467,595,520,19,8,126
"STATE","DISTRICT","2013-2014",161908,"MART ISD",12,487,40,151,13,0,13,373,324,273,0,-9999999,54
"STATE","DISTRICT","2013-2014",161909,"MCGREGOR ISD",12,1394,131,313,189,74,115,1021,589,736,0,0,106
"STATE","DISTRICT","2013-2014",161910,"MOODY ISD",12,679,24,209,35,0,35,449,679,283,12,-9999999,83
"STATE","DISTRICT","2013-2014",161912,"RIESEL ISD",12,588,58,221,5,0,5,265,588,144,-9999999,0,67
"STATE","DISTRICT","2013-2014",161914,"WACO ISD",12,14894,1263,3686,2778,861,1873,13114,14750,10916,31,46,1409
"STATE","DISTRICT","2013-2014",161916,"WEST ISD",12,1375,54,483,53,0,53,756,931,478,10,-9999999,90
"STATE","DISTRICT","2013-2014",161918,"AXTELL ISD",12,773,29,280,9,0,8,461,408,278,0,0,127
"STATE","DISTRICT","2013-2014",161919,"BRUCEVILLE-EDDY ISD",12,763,110,239,22,0,20,420,508,267,6,22,81
"STATE","DISTRICT","2013-2014",161920,"CHINA SPRING ISD",12,2453,222,715,28,0,28,691,809,651,56,15,223
"STATE","DISTRICT","2013-2014",161921,"CONNALLY ISD",12,2344,94,593,164,0,163,1857,1727,1564,6,10,197
"STATE","DISTRICT","2013-2014",161922,"ROBINSON ISD",12,2273,126,665,24,0,23,772,2273,977,22,-9999999,243
"STATE","DISTRICT","2013-2014",161923,"BOSQUEVILLE ISD",12,620,57,219,19,0,19,286,620,204,0,0,59
"STATE","DISTRICT","2013-2014",161924,"HALLSBURG ISD",12,151,11,-9999999,5,0,5,55,151,69,-9999999,0,7
"STATE","DISTRICT","2013-2014",161925,"GHOLSON ISD",12,247,7,53,7,0,7,193,247,69,0,-9999999,23
"STATE","DISTRICT","2013-2014",162904,"MCMULLEN COUNTY ISD",02,245,14,86,0,0,-9999999,54,0,45,0,0,17
"STATE","DISTRICT","2013-2014",163901,"DEVINE ISD",20,1990,105,537,65,0,57,1143,979,1012,21,25,190
"STATE","DISTRICT","2013-2014",163902,"D'HANIS ISD",20,339,33,123,-9999999,0,-9999999,186,339,138,5,6,37
"STATE","DISTRICT","2013-2014",163903,"NATALIA ISD",20,1098,61,234,50,0,49,889,581,658,0,0,104
"STATE","DISTRICT","2013-2014",163904,"HONDO ISD",20,2156,194,475,45,0,45,1321,2156,1032,26,20,171
"STATE","DISTRICT","2013-2014",163908,"MEDINA VALLEY ISD",20,3878,212,897,201,137,48,2054,1850,1470,191,27,392
"STATE","DISTRICT","2013-2014",164901,"MENARD ISD",15,317,14,82,19,0,19,215,317,201,0,0,27
"STATE","DISTRICT","2013-2014",165802,"MIDLAND ACADEMY CHARTER SCHOOL",18,469,0,0,44,0,44,250,460,237,-9999999,0,22
"STATE","DISTRICT","2013-2014",165901,"MIDLAND ISD",18,23560,1272,5060,2364,1344,897,10916,16475,12072,140,53,1625
"STATE","DISTRICT","2013-2014",165902,"GREENWOOD ISD",18,1999,95,330,119,0,118,583,971,896,0,0,97
"STATE","DISTRICT","2013-2014",166901,"CAMERON ISD",06,1671,85,414,133,94,37,1223,1671,794,-9999999,5,144
"STATE","DISTRICT","2013-2014",166902,"GAUSE ISD",06,193,9,16,16,0,11,132,193,79,-9999999,6,12
"STATE","DISTRICT","2013-2014",166903,"MILANO ISD",06,432,10,151,21,0,21,229,172,190,-9999999,-9999999,43
"STATE","DISTRICT","2013-2014",166904,"ROCKDALE ISD",06,1573,73,528,82,0,81,1016,1573,715,9,10,155
"STATE","DISTRICT","2013-2014",166905,"THORNDALE ISD",13,621,74,162,34,0,33,289,119,239,-9999999,0,50
"STATE","DISTRICT","2013-2014",166907,"BUCKHOLTS ISD",06,175,7,47,10,0,10,138,175,111,-9999999,0,17
"STATE","DISTRICT","2013-2014",167901,"GOLDTHWAITE ISD",12,592,37,171,26,0,26,271,592,208,-9999999,11,54
"STATE","DISTRICT","2013-2014",167902,"MULLIN ISD",12,122,-9999999,73,-9999999,0,-9999999,108,82,77,0,9,35
"STATE","DISTRICT","2013-2014",167903,"STAR ISD",12,51,-9999999,15,11,0,11,45,51,35,0,-9999999,5
"STATE","DISTRICT","2013-2014",167904,"PRIDDY ISD",12,104,10,36,-9999999,0,-9999999,74,103,36,0,0,11
"STATE","DISTRICT","2013-2014",168901,"COLORADO ISD",14,1039,56,303,20,0,20,620,1039,679,0,0,89
"STATE","DISTRICT","2013-2014",168902,"LORAINE ISD",14,155,-9999999,44,-9999999,0,-9999999,103,155,58,0,0,11
"STATE","DISTRICT","2013-2014",168903,"WESTBROOK ISD",14,261,12,82,0,0,0,101,261,120,0,0,35
"STATE","DISTRICT","2013-2014",169901,"BOWIE ISD",09,1706,79,569,93,0,93,802,1706,841,0,9,162
"STATE","DISTRICT","2013-2014",169902,"NOCONA ISD",09,843,32,248,86,0,86,493,843,483,-9999999,16,74
"STATE","DISTRICT","2013-2014",169906,"GOLD BURG ISD",09,116,-9999999,51,-9999999,0,-9999999,75,116,47,0,0,15
"STATE","DISTRICT","2013-2014",169908,"MONTAGUE ISD",09,109,-9999999,0,-9999999,0,-9999999,35,109,17,0,0,5
"STATE","DISTRICT","2013-2014",169909,"PRAIRIE VALLEY ISD",09,139,-9999999,58,0,0,0,83,69,56,-9999999,-9999999,12
"STATE","DISTRICT","2013-2014",169910,"FORESTBURG ISD",09,185,-9999999,89,0,0,0,76,185,9,0,0,18
"STATE","DISTRICT","2013-2014",169911,"SAINT JO ISD",09,279,24,99,0,0,0,129,279,92,0,0,37
"STATE","DISTRICT","2013-2014",170801,"TEXAS SERENITY ACADEMY",06,416,0,0,168,0,154,391,416,390,0,0,27
"STATE","DISTRICT","2013-2014",170902,"CONROE ISD",06,55009,3536,9200,6770,4140,2306,19840,15259,18347,204,70,4131
"STATE","DISTRICT","2013-2014",170903,"MONTGOMERY ISD",06,7542,396,2237,190,98,91,1935,1575,1773,14,5,479
"STATE","DISTRICT","2013-2014",170904,"WILLIS ISD",06,6785,262,1610,1003,556,447,4184,3400,3989,48,21,472
"STATE","DISTRICT","2013-2014",170906,"MAGNOLIA ISD",06,12208,683,2527,1377,717,490,4911,3423,3825,29,29,1106
"STATE","DISTRICT","2013-2014",170907,"SPLENDORA ISD",06,3571,190,812,329,210,91,2169,3571,1794,7,7,282
"STATE","DISTRICT","2013-2014",170908,"NEW CANEY ISD",06,12319,887,3348,2955,2820,892,7672,6327,6421,58,58,1142
"STATE","DISTRICT","2013-2014",171901,"DUMAS ISD",16,4602,242,1072,1303,183,1119,3157,1763,2671,-9999999,5,404
"STATE","DISTRICT","2013-2014",171902,"SUNRAY ISD",16,529,22,122,105,0,102,263,203,261,-9999999,0,37
"STATE","DISTRICT","2013-2014",172902,"DAINGERFIELD-LONE STAR ISD",08,1132,40,285,91,0,91,897,1132,581,0,-9999999,139
"STATE","DISTRICT","2013-2014",172905,"PEWITT CISD",08,999,41,264,34,0,33,651,999,452,-9999999,-9999999,90
"STATE","DISTRICT","2013-2014",173901,"MOTLEY COUNTY ISD",17,164,21,56,-9999999,0,-9999999,128,164,32,0,0,12
"STATE","DISTRICT","2013-2014",174801,"STEPHEN F AUSTIN STATE UNIVERSITY",07,246,0,0,-9999999,0,-9999999,17,0,106,0,0,12
"STATE","DISTRICT","2013-2014",174901,"CHIRENO ISD",07,376,26,113,32,0,32,287,374,197,-9999999,0,29
"STATE","DISTRICT","2013-2014",174902,"CUSHING ISD",07,506,34,132,22,0,22,323,506,243,0,0,59
"STATE","DISTRICT","2013-2014",174903,"GARRISON ISD",07,747,42,283,17,0,17,346,747,256,0,5,76
"STATE","DISTRICT","2013-2014",174904,"NACOGDOCHES ISD",07,6519,406,1599,1718,429,1269,5211,4831,4678,-9999999,42,454
"STATE","DISTRICT","2013-2014",174906,"WODEN ISD",07,778,50,258,54,0,61,461,778,278,0,6,38
"STATE","DISTRICT","2013-2014",174908,"CENTRAL HEIGHTS ISD",07,1129,69,288,44,0,44,410,546,398,-9999999,-9999999,69
"STATE","DISTRICT","2013-2014",174909,"MARTINSVILLE ISD",07,375,27,110,14,0,11,178,375,189,0,7,52
"STATE","DISTRICT","2013-2014",174910,"ETOILE ISD",07,151,11,0,0,0,0,113,151,89,0,0,21
"STATE","DISTRICT","2013-2014",174911,"DOUGLASS ISD",07,429,23,96,13,0,13,168,0,121,0,0,43
"STATE","DISTRICT","2013-2014",175902,"BLOOMING GROVE ISD",12,855,39,275,70,0,67,482,373,186,5,-9999999,65
"STATE","DISTRICT","2013-2014",175903,"CORSICANA ISD",12,5994,470,1489,1240,608,823,4480,5980,3480,0,82,513
"STATE","DISTRICT","2013-2014",175904,"DAWSON ISD",12,456,27,147,16,0,15,300,456,152,-9999999,-9999999,42
"STATE","DISTRICT","2013-2014",175905,"FROST ISD",12,427,29,152,62,0,62,229,426,166,-9999999,6,34
"STATE","DISTRICT","2013-2014",175907,"KERENS ISD",12,594,46,154,12,0,12,438,594,150,0,0,55
"STATE","DISTRICT","2013-2014",175910,"MILDRED ISD",12,707,39,167,18,0,18,267,706,279,14,14,51
"STATE","DISTRICT","2013-2014",175911,"RICE ISD",12,908,46,274,204,0,203,608,635,445,11,-9999999,54
"STATE","DISTRICT","2013-2014",176901,"BURKEVILLE ISD",05,277,11,83,-9999999,0,-9999999,193,277,127,0,0,24
"STATE","DISTRICT","2013-2014",176902,"NEWTON ISD",05,1067,57,250,-9999999,0,-9999999,796,784,600,-9999999,-9999999,150
"STATE","DISTRICT","2013-2014",176903,"DEWEYVILLE ISD",05,678,26,199,0,0,0,363,678,266,0,-9999999,60
"STATE","DISTRICT","2013-2014",177901,"ROSCOE COLLEGIATE ISD",14,540,21,186,49,0,57,280,346,186,0,0,28
"STATE","DISTRICT","2013-2014",177902,"SWEETWATER ISD",14,2222,145,575,54,0,53,1539,1091,1016,0,0,274
"STATE","DISTRICT","2013-2014",177903,"BLACKWELL CISD",14,143,17,62,-9999999,0,-9999999,58,0,43,-9999999,-9999999,18
"STATE","DISTRICT","2013-2014",177905,"HIGHLAND ISD",14,235,12,94,0,0,0,83,235,65,-9999999,-9999999,18
"STATE","DISTRICT","2013-2014",178801,"DR M L GARZA-GONZALEZ CHARTER SCHO",02,211,0,16,77,76,0,196,210,185,0,-9999999,-9999999
"STATE","DISTRICT","2013-2014",178804,"RICHARD MILBURN ALTER HIGH SCHOOL",02,213,0,68,0,0,0,124,213,175,0,0,20
"STATE","DISTRICT","2013-2014",178807,"CORPUS CHRISTI MONTESSORI SCHOOL",02,153,0,0,8,0,7,19,0,9,0,0,-9999999
"STATE","DISTRICT","2013-2014",178808,"SEASHORE CHARTER SCHOOLS",02,461,53,0,8,0,8,6,0,136,15,-9999999,23
"STATE","DISTRICT","2013-2014",178901,"AGUA DULCE ISD",02,381,14,119,-9999999,0,-9999999,230,381,210,0,0,23
"STATE","DISTRICT","2013-2014",178902,"BISHOP CISD",02,1297,89,380,68,0,67,748,1297,592,11,8,131
"STATE","DISTRICT","2013-2014",178903,"CALALLEN ISD",02,3986,323,968,95,0,92,1629,1841,1418,5,12,403
"STATE","DISTRICT","2013-2014",178904,"CORPUS CHRISTI ISD",02,39414,1232,7814,1899,1323,434,26074,31729,23021,263,62,3628
"STATE","DISTRICT","2013-2014",178905,"DRISCOLL ISD",02,312,29,0,17,0,16,224,312,123,-9999999,11,20
"STATE","DISTRICT","2013-2014",178906,"LONDON ISD",02,689,129,107,6,0,6,80,71,38,13,0,41
"STATE","DISTRICT","2013-2014",178908,"PORT ARANSAS ISD",02,522,47,174,9,0,9,157,522,125,-9999999,-9999999,38
"STATE","DISTRICT","2013-2014",178909,"ROBSTOWN ISD",02,2973,283,746,126,105,13,2287,2973,1875,9,-9999999,286
"STATE","DISTRICT","2013-2014",178912,"TULOSO-MIDWAY ISD",02,3828,188,972,184,137,25,1998,1744,1481,19,14,364
"STATE","DISTRICT","2013-2014",178913,"BANQUETE ISD",02,869,54,252,37,0,39,611,869,385,0,5,92
"STATE","DISTRICT","2013-2014",178914,"FLOUR BLUFF ISD",02,5781,650,1563,176,0,176,2396,2913,2409,56,7,574
"STATE","DISTRICT","2013-2014",178915,"WEST OSO ISD",02,1902,95,690,100,68,27,1749,1902,1174,-9999999,-9999999,202
"STATE","DISTRICT","2013-2014",179901,"PERRYTON ISD",16,2433,101,627,740,0,722,1388,1808,1635,-9999999,-9999999,161
"STATE","DISTRICT","2013-2014",180901,"BOYS RANCH ISD",16,314,19,114,-9999999,0,-9999999,253,314,277,0,0,38
"STATE","DISTRICT","2013-2014",180902,"VEGA ISD",16,342,15,131,5,0,5,105,342,82,0,0,31
"STATE","DISTRICT","2013-2014",180903,"ADRIAN ISD",16,124,5,50,10,0,10,79,124,39,0,0,17
"STATE","DISTRICT","2013-2014",180904,"WILDORADO ISD",16,96,0,0,0,0,0,38,96,-9999999,0,0,-9999999
"STATE","DISTRICT","2013-2014",181901,"BRIDGE CITY ISD",05,2797,179,602,128,8,114,1074,2797,948,17,8,209
"STATE","DISTRICT","2013-2014",181905,"ORANGEFIELD ISD",05,1763,77,512,37,0,39,707,719,596,0,8,153
"STATE","DISTRICT","2013-2014",181906,"WEST ORANGE-COVE CISD",05,2391,110,469,95,0,91,2185,2387,1222,0,-9999999,267
"STATE","DISTRICT","2013-2014",181907,"VIDOR ISD",05,4953,202,1236,29,0,29,2675,0,2370,25,17,647
"STATE","DISTRICT","2013-2014",181908,"LITTLE CYPRESS-MAURICEVILLE CISD",05,3300,126,951,67,0,67,1315,1477,1296,-9999999,31,413
"STATE","DISTRICT","2013-2014",182901,"GORDON ISD",11,204,-9999999,75,0,0,0,77,204,68,0,0,17
"STATE","DISTRICT","2013-2014",182902,"GRAFORD ISD",11,332,43,104,9,0,9,213,189,139,0,0,30
"STATE","DISTRICT","2013-2014",182903,"MINERAL WELLS ISD",11,3341,162,944,317,175,109,2361,1917,2142,18,10,300
"STATE","DISTRICT","2013-2014",182904,"SANTO ISD",11,503,56,159,23,0,23,223,239,190,-9999999,-9999999,44
"STATE","DISTRICT","2013-2014",182905,"STRAWN ISD",11,211,18,56,17,0,17,127,211,65,0,-9999999,26
"STATE","DISTRICT","2013-2014",182906,"PALO PINTO ISD",11,116,5,0,9,0,9,63,116,33,0,0,6
"STATE","DISTRICT","2013-2014",183801,"PANOLA CHARTER SCHOOL",07,146,11,126,0,0,0,52,0,64,0,0,9
"STATE","DISTRICT","2013-2014",183901,"BECKVILLE ISD",07,708,14,257,17,0,17,245,708,255,-9999999,0,49
"STATE","DISTRICT","2013-2014",183902,"CARTHAGE ISD",07,2748,172,669,252,0,252,1432,2748,1243,-9999999,-9999999,279
"STATE","DISTRICT","2013-2014",183904,"GARY ISD",07,451,-9999999,112,12,0,12,210,451,20,0,0,39
"STATE","DISTRICT","2013-2014",184801,"CROSSTIMBERS ACADEMY",11,117,0,100,0,0,0,57,117,90,0,0,12
"STATE","DISTRICT","2013-2014",184901,"POOLVILLE ISD",11,533,36,157,30,0,30,279,373,253,-9999999,0,51
"STATE","DISTRICT","2013-2014",184902,"SPRINGTOWN ISD",11,3379,140,671,155,0,150,1875,1965,1946,29,13,296
"STATE","DISTRICT","2013-2014",184903,"WEATHERFORD ISD",11,7734,538,2192,626,371,261,3445,3160,3554,92,21,684
"STATE","DISTRICT","2013-2014",184904,"MILLSAP ISD",11,838,42,307,20,0,20,378,593,353,-9999999,-9999999,66
"STATE","DISTRICT","2013-2014",184907,"ALEDO ISD",11,4874,334,821,125,0,124,614,1957,988,113,6,328
"STATE","DISTRICT","2013-2014",184908,"PEASTER ISD",11,1028,51,253,29,0,29,341,115,334,9,-9999999,98
"STATE","DISTRICT","2013-2014",184909,"BROCK ISD",11,1048,37,317,24,0,24,143,490,296,16,-9999999,63
"STATE","DISTRICT","2013-2014",184911,"GARNER ISD",11,214,20,0,5,0,5,106,214,86,-9999999,0,15
"STATE","DISTRICT","2013-2014",185901,"BOVINA ISD",16,480,7,109,126,0,126,394,479,320,-9999999,0,24
"STATE","DISTRICT","2013-2014",185902,"FARWELL ISD",16,543,27,134,68,0,68,310,543,264,-9999999,0,38
"STATE","DISTRICT","2013-2014",185903,"FRIONA ISD",16,1171,74,238,272,95,157,948,1171,660,0,5,109
"STATE","DISTRICT","2013-2014",185904,"LAZBUDDIE ISD",16,183,0,46,21,0,21,144,183,133,0,-9999999,14
"STATE","DISTRICT","2013-2014",186901,"BUENA VISTA ISD",18,150,-9999999,60,21,0,21,95,150,45,0,0,-9999999
"STATE","DISTRICT","2013-2014",186902,"FORT STOCKTON ISD",18,2425,69,505,291,202,76,1575,2425,1681,0,0,159
"STATE","DISTRICT","2013-2014",186903,"IRAAN-SHEFFIELD ISD",18,563,-9999999,116,51,0,51,258,563,328,-9999999,0,51
"STATE","DISTRICT","2013-2014",187901,"BIG SANDY ISD",06,526,71,142,0,0,0,257,526,210,-9999999,5,60
"STATE","DISTRICT","2013-2014",187903,"GOODRICH ISD",06,220,0,62,30,0,30,193,220,99,-9999999,0,13
"STATE","DISTRICT","2013-2014",187904,"CORRIGAN-CAMDEN ISD",06,1027,49,364,107,0,98,775,1027,507,11,15,114
"STATE","DISTRICT","2013-2014",187906,"LEGGETT ISD",06,170,-9999999,68,9,0,9,132,170,119,0,0,17
"STATE","DISTRICT","2013-2014",187907,"LIVINGSTON ISD",06,4020,171,1155,253,84,161,2602,1994,2018,-9999999,39,409
"STATE","DISTRICT","2013-2014",187910,"ONALASKA ISD",06,915,41,215,6,0,6,706,915,505,0,-9999999,93
"STATE","DISTRICT","2013-2014",188801,"RICHARD MILBURN ACADEMY (AMARILLO)",16,213,0,137,0,0,0,139,213,190,0,-9999999,26
"STATE","DISTRICT","2013-2014",188901,"AMARILLO ISD",16,33456,1626,7417,4767,1518,3228,22339,20867,14499,175,90,3023
"STATE","DISTRICT","2013-2014",188902,"RIVER ROAD ISD",16,1422,96,311,37,0,35,924,814,668,9,9,149
"STATE","DISTRICT","2013-2014",188903,"HIGHLAND PARK ISD",16,902,55,268,68,0,68,540,902,340,18,-9999999,88
"STATE","DISTRICT","2013-2014",188904,"BUSHLAND ISD",16,1471,154,680,15,0,12,302,538,386,21,6,118
"STATE","DISTRICT","2013-2014",189901,"MARFA ISD",18,356,12,59,55,0,56,249,356,194,0,0,40
"STATE","DISTRICT","2013-2014",189902,"PRESIDIO ISD",18,1405,66,304,754,519,234,1233,1405,1053,0,0,85
"STATE","DISTRICT","2013-2014",190903,"RAINS ISD",07,1620,111,414,83,0,83,945,1620,715,12,7,174
"STATE","DISTRICT","2013-2014",191901,"CANYON ISD",16,9420,303,2223,134,0,131,2685,2439,2799,12,82,853
"STATE","DISTRICT","2013-2014",192901,"REAGAN COUNTY ISD",18,918,25,229,100,0,100,446,660,623,0,5,57
"STATE","DISTRICT","2013-2014",193801,"BIG SPRINGS CHARTER SCHOOL",20,186,0,40,-9999999,-9999999,-9999999,171,186,156,0,100,94
"STATE","DISTRICT","2013-2014",193902,"LEAKEY ISD",20,272,13,111,18,0,18,163,272,102,0,0,25
"STATE","DISTRICT","2013-2014",194902,"AVERY ISD",08,369,23,105,7,0,7,199,369,122,0,0,39
"STATE","DISTRICT","2013-2014",194903,"RIVERCREST ISD",08,705,78,209,19,0,19,416,327,372,0,0,71
"STATE","DISTRICT","2013-2014",194904,"CLARKSVILLE ISD",08,610,38,145,61,0,59,554,610,400,0,-9999999,62
"STATE","DISTRICT","2013-2014",194905,"DETROIT ISD",08,509,27,127,5,0,5,338,509,228,5,0,64
"STATE","DISTRICT","2013-2014",195901,"PECOS-BARSTOW-TOYAH ISD",18,2320,146,573,186,144,32,1648,2320,996,0,0,201
"STATE","DISTRICT","2013-2014",195902,"BALMORHEA ISD",18,171,5,71,10,0,10,142,171,102,0,0,16
"STATE","DISTRICT","2013-2014",196901,"AUSTWELL-TIVOLI ISD",03,157,19,33,0,0,0,58,157,59,0,0,11
"STATE","DISTRICT","2013-2014",196902,"WOODSBORO ISD",03,512,57,111,0,0,0,251,274,223,-9999999,5,69
"STATE","DISTRICT","2013-2014",196903,"REFUGIO ISD",03,742,31,89,30,0,28,417,739,361,5,-9999999,73
"STATE","DISTRICT","2013-2014",197902,"MIAMI ISD",16,212,5,47,0,0,0,27,212,25,-9999999,0,19
"STATE","DISTRICT","2013-2014",198901,"BREMOND ISD",06,442,46,107,9,0,9,221,204,204,0,5,45
"STATE","DISTRICT","2013-2014",198902,"CALVERT ISD",06,164,16,29,0,0,0,134,164,36,0,0,19
"STATE","DISTRICT","2013-2014",198903,"FRANKLIN ISD",06,1092,93,248,32,0,32,436,568,305,-9999999,0,99
"STATE","DISTRICT","2013-2014",198905,"HEARNE ISD",06,932,37,176,127,16,107,874,932,537,0,-9999999,134
"STATE","DISTRICT","2013-2014",198906,"MUMFORD ISD",06,595,71,73,81,0,80,429,595,209,0,-9999999,45
"STATE","DISTRICT","2013-2014",199901,"ROCKWALL ISD",10,14626,1030,3535,1034,510,525,3656,3407,3765,66,9,1268
"STATE","DISTRICT","2013-2014",199902,"ROYSE CITY ISD",10,5015,559,1285,420,172,240,1948,2057,1617,13,-9999999,381
"STATE","DISTRICT","2013-2014",200901,"BALLINGER ISD",15,969,86,302,17,0,17,577,481,451,18,11,81
"STATE","DISTRICT","2013-2014",200902,"MILES ISD",15,436,32,101,22,0,22,149,237,205,0,0,36
"STATE","DISTRICT","2013-2014",200904,"WINTERS ISD",15,613,61,179,20,0,15,432,612,321,0,-9999999,57
"STATE","DISTRICT","2013-2014",200906,"OLFEN ISD",15,64,0,0,-9999999,0,-9999999,52,0,19,-9999999,0,9
"STATE","DISTRICT","2013-2014",201902,"HENDERSON ISD",07,3454,187,792,406,67,296,2144,2526,1676,17,12,271
"STATE","DISTRICT","2013-2014",201903,"LANEVILLE ISD",07,168,11,42,24,0,24,160,168,133,0,-9999999,20
"STATE","DISTRICT","2013-2014",201904,"LEVERETTS CHAPEL ISD",07,293,21,61,49,0,49,205,293,162,0,0,16
"STATE","DISTRICT","2013-2014",201907,"MOUNT ENTERPRISE ISD",07,366,50,108,11,0,11,186,366,153,0,-9999999,39
"STATE","DISTRICT","2013-2014",201908,"OVERTON ISD",07,541,49,141,5,0,5,323,541,286,6,11,40
"STATE","DISTRICT","2013-2014",201910,"TATUM ISD",07,1713,157,460,154,0,149,928,1713,768,0,0,123
"STATE","DISTRICT","2013-2014",201913,"CARLISLE ISD",07,637,19,129,188,24,103,506,637,332,0,0,44
"STATE","DISTRICT","2013-2014",201914,"WEST RUSK COUNTY CONSOLIDATED ISD",07,1078,31,205,114,0,114,723,1075,615,0,-9999999,92
"STATE","DISTRICT","2013-2014",202903,"HEMPHILL ISD",07,896,69,157,18,0,18,537,896,393,0,-9999999,83
"STATE","DISTRICT","2013-2014",202905,"WEST SABINE ISD",07,688,58,194,9,0,9,535,688,396,0,0,71
"STATE","DISTRICT","2013-2014",203901,"SAN AUGUSTINE ISD",07,798,64,177,86,0,91,726,798,513,-9999999,6,97
"STATE","DISTRICT","2013-2014",203902,"BROADDUS ISD",07,422,51,110,7,0,8,342,422,187,-9999999,-9999999,42
"STATE","DISTRICT","2013-2014",204901,"COLDSPRING-OAKHURST CISD",06,1500,84,544,17,0,14,974,1500,909,-9999999,-9999999,130
"STATE","DISTRICT","2013-2014",204904,"SHEPHERD ISD",06,1932,81,555,226,61,164,1368,1424,1112,8,13,145
"STATE","DISTRICT","2013-2014",205901,"ARANSAS PASS ISD",02,1874,69,441,160,98,55,1322,1874,866,29,18,192
"STATE","DISTRICT","2013-2014",205902,"GREGORY-PORTLAND ISD",02,4523,331,602,109,0,104,1828,2047,2096,57,11,403
"STATE","DISTRICT","2013-2014",205903,"INGLESIDE ISD",02,2309,67,459,142,0,140,1136,2309,1150,10,-9999999,174
"STATE","DISTRICT","2013-2014",205904,"MATHIS ISD",02,1688,74,311,45,26,-9999999,1416,1688,1141,16,8,166
"STATE","DISTRICT","2013-2014",205905,"ODEM-EDROY ISD",02,1002,69,268,31,0,29,629,1002,444,0,-9999999,67
"STATE","DISTRICT","2013-2014",205906,"SINTON ISD",02,2204,151,564,21,0,21,1588,2188,1288,12,0,195
"STATE","DISTRICT","2013-2014",205907,"TAFT ISD",02,1091,67,328,23,0,22,951,787,721,-9999999,7,113
"STATE","DISTRICT","2013-2014",206901,"SAN SABA ISD",15,712,32,200,117,0,116,454,712,328,0,0,73
"STATE","DISTRICT","2013-2014",206902,"RICHLAND SPRINGS ISD",15,120,-9999999,26,0,0,0,62,120,24,0,-9999999,10
"STATE","DISTRICT","2013-2014",206903,"CHEROKEE ISD",15,129,7,44,6,0,6,79,129,73,0,9,22
"STATE","DISTRICT","2013-2014",207901,"SCHLEICHER ISD",15,590,14,146,49,0,49,272,590,299,-9999999,-9999999,38
"STATE","DISTRICT","2013-2014",208901,"HERMLEIGH ISD",14,233,11,76,6,0,6,116,233,100,0,0,20
"STATE","DISTRICT","2013-2014",208902,"SNYDER ISD",14,2760,124,508,258,96,134,1569,1550,1445,15,0,252
"STATE","DISTRICT","2013-2014",208903,"IRA ISD",14,257,11,113,-9999999,0,-9999999,67,0,96,0,-9999999,13
"STATE","DISTRICT","2013-2014",209901,"ALBANY ISD",14,497,20,120,9,0,9,191,497,183,0,-9999999,42
"STATE","DISTRICT","2013-2014",209902,"MORAN ISD",14,103,5,46,0,0,0,81,103,33,-9999999,0,19
"STATE","DISTRICT","2013-2014",210901,"CENTER ISD",07,2774,178,664,831,154,619,2082,2774,1749,0,-9999999,238
"STATE","DISTRICT","2013-2014",210902,"JOAQUIN ISD",07,752,29,247,46,0,46,470,751,397,0,7,83
