FID,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape_area,Shape_len,Shape__Area,Shape__Length
1,40710,Socorro ISD,Socorro,71909,071-909,071909,4840710,6,344391574.286,107986.409165,480111056.785156,127681.492695691
2,13920,Chilton ISD,Chilton,73901,073-901,073901,4813920,4,229408644.148,111898.21548,316601651.074219,131412.987687699
3,11250,Bremond ISD,Bremond,198901,198-901,198901,4811250,2,475053666.637,143568.863312,653478275.621094,168346.228965366
4,30180,Memphis ISD,Memphis,96904,096-904,096904,4830180,7,1729846858.84,245240.220726,2560446421.56641,298274.190506487
5,34380,Patton Springs ISD,Patton Springs,63906,063-906,063906,4834380,1,1007703765.65,147094.679366,1463564346.64453,177193.365160488
6,00002,Spur ISD,Spur,63903,063-903,063903,4800002,5,1369828027.98,214386.521595,1981968909.39844,257964.216363668
7,40080,Sherman ISD,Sherman,91906,091-906,091906,4840080,5,197709455.384,105071.026179,286692099.121094,126543.019016092
8,38400,S and S Cons ISD,S and S Cons,91914,091-914,091914,4838400,3,335206119.402,131864.234159,486224937.40625,158783.831093755
9,35580,Pottsboro ISD,Pottsboro,91913,091-913,091913,4835580,2,249647800.361,106176.463611,363157661.066406,128053.514898187
10,44730,Waxahachie ISD,Waxahachie,70912,070-912,070912,4844730,2,493351217.549,132462.764884,695994915.953125,157336.666271597
11,36660,Red Oak ISD,Red Oak,70911,070-911,070911,4836660,7,95485784.1898,61217.6064092,135171118.664063,72792.9344224495
12,34110,Palmer ISD,Palmer,70910,070-910,070910,4834110,3,142223241.866,74237.0269128,201003858.402344,88249.4813569825
13,30600,Midlothian ISD,Midlothian,70908,070-908,070908,4830600,1,291479290.413,83339.8365519,412263057.761719,99103.3501153452
14,18540,Ennis ISD,Ennis,70903,070-903,070903,4818540,1,672116521.529,191109.311926,947490327.53125,226899.852168384
15,16710,Denison ISD,Denison,91903,091-903,091903,4816710,6,251289220.477,113770.470729,365295396.636719,137169.65626238
16,09780,Bells ISD,Bells,91901,091-901,091901,4809780,4,150884466.65,75277.7035077,218795648.929688,90674.6916602196
17,45630,Whitesboro ISD,Whitesboro,91909,091-909,091909,4845630,4,446895695.748,165294.776941,649937853.589844,199390.318228041
18,14580,Collinsville ISD,Collinsville,91902,091-902,091902,4814580,6,136036422.1,72181.3063804,196896746.433594,86837.3493276782
19,18750,Evadale ISD,Evadale,121906,121-906,121906,4818750,4,72443893.3994,56747.6949612,97922733.2421875,65972.0282797736
20,12090,Buna ISD,Buna,121903,121-903,121903,4812090,5,567237929.658,135730.193413,768339395.675781,158014.552581165
21,39300,Santa Gertrudis ISD,Santa Gertrudis,137904,137-904,137904,4839300,4,511554140.997,125359.264765,651290545.617188,141537.457932781
22,37320,Riviera ISD,Riviera,137903,137-903,137903,4837320,7,1854708431.99,242112.669729,2362991121.32227,273029.973795566
23,36930,Ricardo ISD,Ricardo,137902,137-902,137902,4836930,2,208001920.147,72905.2015852,265020261.369141,82262.3684751953
24,25680,Kingsville ISD,Kingsville,137901,137-901,137901,4825680,5,267278045.971,118043.162695,341509595.337891,133418.437483154
25,08490,Apple Springs ISD,Apple Springs,228905,228-905,228905,4808490,7,288851851.674,116383.333954,398332113.824219,136656.333841493
26,43200,Trinity ISD,Trinity,228903,228-903,228903,4843200,6,409513222.75,137033.708804,561071915.601563,160323.882275446
27,25470,Kennard ISD,Kennard,113906,113-906,113906,4825470,5,851362431.438,206965.396374,1177162099.70313,243355.781764992
28,33840,Ore City ISD,Ore City,230903,230-903,230903,4833840,5,181287173.884,95633.2122072,258275185.984375,114101.63503115
29,24730,Jefferson ISD,Jefferson,155901,155-901,155901,4824730,7,1041337032.93,224521.431212,1482969566.58984,267728.085387704
30,09090,Avinger ISD,Avinger,34902,034-902,034902,4809090,6,181813796.659,84511.5165443,259554145.261719,100920.457451435
31,34550,Pecos-Barstow-Toyah ISD,Pecos-Barstow-Toyah,195901,195-901,195901,4834550,6,5839050194.17,482766.018401,8071717603.64453,567956.965478282
32,09330,Balmorhea ISD,Balmorhea,195902,195-902,195902,4809330,3,1369243353.84,176521.313753,1881733505.96875,206882.92162169
33,42420,Terrell County ISD,Terrell County,222901,222-901,222901,4842420,4,6083158711.76,398496.57668,8207689941.40625,462969.609100921
34,17100,Dilley ISD,Dilley,82902,082-902,082902,4817100,4,883913286.505,166648.043098,1155738696.82813,190615.350699228
35,41250,Springlake-Earth ISD,Springlake-Earth,140907,140-907,140907,4841250,6,509293699.724,110250.778227,748887893.910156,133667.830720421
36,35490,Post ISD,Post,85902,085-902,085902,4835490,5,2035904010.36,217055.981651,2921443891.21484,259988.513978988
37,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,4,938949042.104,189382.444094,1347372764.38672,226840.617907156
38,33390,O'Donnell ISD,O'Donnell,153903,153-903,153903,4833390,3,840397611.51,179910.849979,1201416843.04688,215084.704058858
39,16350,Dawson ISD (Dawson),Dawson (Dawson),58902,058-902,058902,4816350,4,356488702.349,85458.4450126,509039582.503906,102125.62554175
40,40290,Silverton ISD,Silverton,23902,023-902,023902,4840290,3,1434089628.31,169362.341975,2119497763.22266,205968.424987672
41,32220,Nazareth ISD,Nazareth,35903,035-903,035903,4832220,2,280901465.401,86681.7775503,415448868.050781,105427.816563081
42,22650,Hart ISD,Hart,35902,035-902,035902,4822650,4,401924842.079,96634.2161054,592362051.601563,117320.042232169
43,17160,Dimmitt ISD,Dimmitt,35901,035-901,035901,4817160,7,1157645608.11,199793.209461,1712360903.95703,242983.521229853
44,41400,Stamford ISD,Stamford,127906,127-906,127906,4841400,4,358643087.783,129174.926615,512284779.457031,154349.437087684
45,33960,Paint Creek ISD,Paint Creek,104907,104-907,104907,4833960,1,607303092.709,128215.826353,869329041.816406,153356.964340136
46,30340,Merkel ISD,Merkel,221904,221-904,221904,4830340,4,716110118.526,208879.124181,1012567003.63672,248482.308615951
47,08400,Anson ISD,Anson,127901,127-901,127901,4808400,2,686427499.546,190180.376616,976259589.289063,226786.93420574
48,43110,Trent ISD,Trent,221905,221-905,221905,4843110,1,370389537.247,168556.209804,524403861.394531,200675.191045411
49,37470,Roby Cons ISD,Roby Cons,76903,076-903,076903,4837470,6,850546842.673,297960.050022,1209025930.07422,355283.767775542
50,22260,Hamlin ISD,Hamlin,127903,127-903,127903,4822260,7,712364120.654,198260.297945,1016484388.33984,236742.490982938
51,09750,Bellevue ISD,Bellevue,39904,039-904,039904,4809750,6,407486941.362,128023.669969,590839171.054688,154200.485665807
52,20970,Gold-Burg ISD,Gold-Burg,169906,169-906,169906,4820970,4,398103058.409,119288.152115,578466739.59375,143830.104484971
53,33270,Nursery ISD,Nursery,235904,235-904,235904,4833270,7,137080710.258,56399.2667001,180153632.582031,64666.4693350517
54,44150,Victoria ISD,Victoria,235902,235-902,235902,4844150,4,1564930299.97,321866.670064,2050995657.74219,368426.681130251
55,24150,Industrial ISD,Industrial,120905,120-905,120905,4824150,3,741796066.547,257172.54199,972911478.640625,294520.828942027
56,10500,Bloomington ISD,Bloomington,235901,235-901,235901,4810500,5,273928506.052,100473.064551,358092232.363281,114814.577907767
57,43950,Van Vleck ISD,Van Vleck,158906,158-906,158906,4843950,2,1223668440.67,220248.497222,1605036087.03125,252375.742233304
58,42810,Tidehaven ISD,Tidehaven,158902,158-902,158902,4842810,6,759572790.139,152062.866416,997712199.152344,174234.012623154
59,29370,Matagorda ISD,Matagorda,158904,158-904,158904,4829370,3,369651472.876,83230.2054481,482967935.722656,95175.7553885374
60,09630,Bay City ISD,Bay City,158901,158-901,158901,4809630,1,424144819.508,131298.821529,557285042.476563,150566.84883373
61,34020,Palacios ISD,Palacios,158905,158-905,158905,4834020,5,1519469829.26,268960.41826,1983761628.82813,307394.01836681
62,33570,Olfen ISD,Olfen,200906,200-906,200906,4833570,5,56352565.3397,38003.7703147,78285433.0195313,44793.5206867528
63,46260,Winters ISD,Winters,200904,200-904,200904,4846260,3,904432054.595,167473.552902,1266301879.79688,198117.640126909
64,30750,Miles ISD,Miles,200902,200-902,200902,4830750,5,364958588.858,115020.540344,506976802.4375,135538.942065459
65,09300,Ballinger ISD,Ballinger,200901,200-901,200901,4809300,2,1074078012.04,240762.450703,1495880424.68359,284082.086334939
66,00007,Panther Creek Cons ISD,Panther Creek Cons,42905,042-905,042905,4800007,7,1427281296.36,250272.953296,1986256982.79297,295288.398379847
67,11490,Bronte ISD,Bronte,41901,041-901,041901,4811490,7,847520549.981,204124.112707,1183194501.45313,241073.623052876
68,34230,Panhandle ISD,Panhandle,33902,033-902,033902,4834230,1,1454626594.13,172640.283272,2191303722.33203,211973.544661003
69,39150,Sanford-Fritch ISD,Sanford-Fritch,117903,117-903,117903,4839150,6,88595069.0176,44546.3519821,134260706.46875,54837.6011486631
70,42210,Tarkington ISD,Tarkington,146907,146-907,146907,4842210,2,591560016.874,140306.179892,799722739.207031,163127.982547991
71,19350,Floresville ISD,Floresville,247901,247-901,247901,4819350,4,724680052.932,187101.501202,956727513.886719,214956.423437657
72,26610,Lamesa ISD,Lamesa,58906,058-906,058906,4826610,5,887235610.746,177221.145726,1262363406.96875,211461.061275337
73,25790,Klondike ISD,Klondike,58905,058-905,058905,4825790,2,1453432789.19,249993.772205,2059010849.70703,297703.743878791
74,35730,Prairie Valley ISD,Prairie Valley,169909,169-909,169909,4835730,5,266423084.564,115813.893008,388430960.949219,139841.257434385
75,32790,Nocona ISD,Nocona,169902,169-902,169902,4832790,1,414246834.645,162900.931654,602568389.273438,196512.853373918
76,31200,Montague ISD,Montague,169908,169-908,169908,4831200,5,65515075.2913,50198.3799356,95045261.9453125,60458.8613230779
77,38520,Saint Jo ISD,Saint Jo,169911,169-911,169911,4838520,3,427012705.904,151062.511785,620529002.410156,182157.139687301
78,36510,Rankin ISD,Rankin,231902,231-902,231902,4836510,6,2147351810.84,230091.980063,2969915023.4375,270689.602249763
79,29700,McCamey ISD,McCamey,231901,231-901,231901,4829700,1,1054491076.63,140737.742374,1454364782.71875,165443.970691128
80,15570,Cranfills Gap ISD,Cranfills Gap,18908,018-908,018908,4815570,2,376350762.564,185031.263742,524476955.675781,218466.898688304
81,24900,Jonesboro ISD,Jonesboro,50909,050-909,050909,4824900,1,457119170.026,179820.452026,634820619.105469,211914.073975399
82,18780,Evant ISD,Evant,50901,050-901,050901,4818780,2,675548726.766,216273.54237,935361534.589844,254519.553877956
83,23070,Hico ISD,Hico,97903,097-903,097903,4823070,6,526865253.367,282323.981663,737004068.699219,333836.788288397
84,22230,Hamilton ISD,Hamilton,97902,097-902,097902,4822230,4,1339079184.07,382289.1771,1863838488.03906,451188.34571552
85,42030,Sweetwater ISD,Sweetwater,177902,177-902,177902,4842030,5,743053145.662,174845.629439,1051661457.17578,208055.92701801
86,38040,Rotan ISD,Rotan,76904,076-904,076904,4838040,5,895868787.204,185753.098174,1278686254.54297,221909.071651821
87,37860,Roscoe Collegiate ISD,Roscoe Collegiate,177901,177-901,177901,4837860,1,356041983.148,104660.246695,503709859.585938,124506.040680696
88,23040,Hermleigh ISD,Hermleigh,208901,208-901,208901,4823040,7,395166329.751,144178.735929,560817285.253906,171795.131050271
89,35890,Pringle-Morse Cons ISD,Pringle-Morse Cons,98903,098-903,098903,4835890,7,962412153.513,211508.844154,1469664659.91406,261271.433933877
90,41580,Plemons-Stinnett-Phillips Cons ISD,Plemons-Stinnett-Phillips Cons,117904,117-904,117904,4841580,1,904021729.416,198065.768318,1374640819,244220.996781773
91,41130,Spring Creek ISD,Spring Creek,117907,117-907,117907,4841130,6,430398027.458,101491.118178,652978462.609375,125038.328111843
92,10890,Borger ISD,Borger,117901,117-901,117901,4810890,7,124807361.765,64377.5522583,189112267.539063,79231.3412417934
93,41010,Spearman ISD,Spearman,98904,098-904,098904,4841010,6,1235093348.43,208450.16114,1893975162.41797,258221.899818585
94,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,4,473751861.123,147804.465396,626550014.296875,170010.393544001
95,28350,Louise ISD,Louise,241906,241-906,241906,4828350,4,445074542.902,115404.563877,586934720.085938,132548.502813326
96,18280,El Campo ISD,El Campo,241903,241-903,241903,4818280,7,1143108689.23,275331.823161,1511621278.75,316615.465990382
97,35800,Presidio ISD,Presidio,189902,189-902,189902,4835800,7,2086576959.69,431207.877662,2806985141.40234,500260.975787983
98,29040,Marfa ISD,Marfa,189901,189-901,189901,4829040,5,7862322777.26,444272.065439,10554218898.8164,514884.148854354
99,23760,Huckabay ISD,Huckabay,72908,072-908,072908,4823760,5,408377549.374,155812.612359,576582718.578125,185151.320863256
100,36480,Ranger ISD,Ranger,67907,067-907,067907,4836480,7,480747873.928,123911.719019,679820427.976563,147329.820108258
101,17960,Eastland ISD,Eastland,67903,067-903,067903,4817960,5,665993096.021,173681.422921,939407687.402344,206259.73663395
102,15810,Cross Plains ISD,Cross Plains,30901,030-901,030901,4815810,7,900380601.641,192772.015852,1264443740.37109,228434.635169183
103,14070,Cisco ISD,Cisco,67902,067-902,067902,4814070,6,566791772.902,148432.580777,799946279.410156,176329.892012589
104,37230,Rising Star ISD,Rising Star,67908,067-908,067908,4837230,1,325872912.822,126297.373339,457721182.355469,149625.275987176
105,27600,Lingleville ISD,Lingleville,72909,072-909,072909,4827600,7,313108577.62,177955.73151,440971584.433594,211169.934386509
106,21270,Gorman ISD,Gorman,67904,067-904,067904,4821270,4,309644293.177,146220.080029,435754972.9375,173426.938235584
107,16440,De Leon ISD,De Leon,47902,047-902,047902,4816440,2,631611650.466,295857.618431,886923013.746094,350734.634805286
108,39960,Shelbyville ISD,Shelbyville,210903,210-903,210903,4839960,3,692417815.769,263569.254132,963585268.960938,310873.948513765
109,27270,Leveretts Chapel ISD,Leveretts Chapel,201904,201-904,201904,4827270,1,30254457.4261,31921.1733179,42664345.6484375,37906.2848250198
110,33870,Overton ISD,Overton,201908,201-908,201908,4833870,5,52010915.3365,38353.9805485,73316214.2617188,45582.6845145997
111,31650,Mount Enterprise ISD,Mount Enterprise,201907,201-907,201907,4831650,6,197227631.199,84441.3623659,275545869.480469,99753.6140188439
112,26700,Laneville ISD,Laneville,201903,201-903,201903,4826700,4,325116531.571,210377.806996,454787839.414063,248825.32803698
113,22970,Henderson ISD,Henderson,201902,201-902,201902,4822970,7,944002343.359,427888.069361,1324685008.54297,506742.375752696
114,20400,Garrison ISD,Garrison,174903,174-903,174903,4820400,5,276925022.314,127518.020813,386116321.042969,150540.849472506
115,16080,Cushing ISD,Cushing,174902,174-902,174902,4816080,3,390673659.584,150621.869882,544421671.289063,177806.629507503
116,25620,Kilgore ISD,Kilgore,92902,092-902,092902,4825620,3,254838208.599,113197.979333,359596468.007813,134460.076259457
117,42240,Tatum ISD,Tatum,201910,201-910,201910,4842240,2,294701547.2,135844.470631,415470555.992188,161272.949586956
118,38360,Rusk ISD,Rusk,37907,037-907,037907,4838360,1,808865394.47,248019.413556,1128035515.05469,292865.62674435
119,45540,White Settlement ISD,White Settlement,220920,220-920,220920,4845540,5,61036988.845,45000.2949593,86870872.4414063,53685.0070814755
120,26490,Lake Worth ISD,Lake Worth,220910,220-910,220910,4826490,4,22238330.0661,36923.1802644,31682262.671875,44056.1311833903
121,25500,Kennedale ISD,Kennedale,220914,220-914,220914,4825500,7,27410190.1647,28182.3677602,38907466.4960938,33577.1517373645
122,24060,Hurst-Euless-Bedford ISD,Hurst-Euless-Bedford,220916,220-916,220916,4824060,3,121747107.792,67626.8291891,173485494.183594,80729.9381135029
123,18810,Everman ISD,Everman,220904,220-904,220904,4818810,1,46403864.0797,50101.0328761,65842424.734375,59693.3783718327
124,13170,Castleberry ISD,Castleberry,220917,220-917,220917,4813170,6,14042764.3601,20609.6091151,19991169.1953125,24595.5797464643
125,10230,Birdville ISD,Birdville,220902,220-902,220902,4810230,4,103954008.49,55754.5700672,148168423.527344,66584.4698843597
126,08700,Arlington ISD,Arlington,220901,220-901,220901,4808700,4,228322022.827,97985.4293833,324576072.269531,116882.935661676
127,42000,Sweet Home ISD,Sweet Home,143905,143-905,143905,4842000,4,163532074.943,87394.3182211,216552802.5625,100574.384108369
128,18890,Ezzell ISD,Ezzell,143906,143-906,143906,4818890,3,430757524.243,134131.18775,569258646.921875,154243.760662888
129,40110,Shiner ISD,Shiner,143903,143-903,143903,4840110,1,292732613.789,97499.4011395,388560664.667969,112304.930321908
130,31560,Moulton ISD,Moulton,143902,143-902,143902,4831560,6,286380912.158,102779.079904,381200786.960938,118527.789424473
131,44890,Wellington ISD,Wellington,44902,044-902,044902,4844890,5,2330617218.39,288600.37653,3474483938.4375,352404.042953957
132,44710,Water Valley ISD,Water Valley,226905,226-905,226905,4844710,6,1120388653.3,245462.220869,1557629570.125,289202.309907198
133,37380,Robert Lee ISD,Robert Lee,41902,041-902,041902,4837380,5,1234975481.51,205835.374016,1726598488.05859,243285.022122656
134,00005,Blackwell Cons ISD,Blackwell Cons,177903,177-903,177903,4800005,6,1212804557.09,186930.349331,1705726810.45703,221670.737288858
135,22740,Haskell Cons ISD,Haskell Cons,104901,104-901,104901,4822740,5,1144677002.06,235171.388385,1645948370.19922,281985.008976129
136,38280,Rule ISD,Rule,104903,104-903,104903,4838280,3,391171081.601,127272.655999,561097887.367188,152460.449346034
137,25870,Knox City-O'Brien Cons ISD,Knox City-O'Brien Cons,138902,138-902,138902,4825870,6,372308377.343,113788.045968,537273729.613281,136691.31074544
138,30210,Menard ISD,Menard,164901,164-901,164901,4830210,7,2237688690.68,216587.215472,3061271866.43359,253228.19918395
139,18070,Eden Cons ISD,Eden Cons,48901,048-901,048901,4818070,4,1418867280.76,236017.192578,1955569911.91016,277162.340732286
140,41910,Sunray ISD,Sunray,171902,171-902,171902,4841910,6,573306610.801,133335.129025,875635894.820313,164822.094157571
141,17610,Dumas ISD,Dumas,171901,171-901,171901,4817610,5,1972659311.99,199605.012002,2998954113.65234,246126.292349529
142,15690,Crockett County Cons CSD,Crockett County Cons CSD,53001,053-001,053001,4815690,3,7240638862.67,514706.587729,9870994052.92578,600877.015174624
143,39570,Scurry-Rosser ISD,Scurry-Rosser,129910,129-910,129910,4839570,7,212873827.414,84099.1224506,301155917.605469,100015.714615589
144,25320,Kemp ISD,Kemp,129904,129-904,129904,4825320,3,439507988.542,140947.899348,620553728.058594,167447.130435538
145,25200,Kaufman ISD,Kaufman,129903,129-903,129903,4825200,2,428477197.107,134758.110502,607352600.042969,160459.100857848
146,30000,Meadow ISD,Meadow,223902,223-902,223902,4830000,3,403320448.017,114556.040647,580960114.914063,137394.761250096
147,44910,Wellman-Union Cons ISD,Wellman-Union Cons,223904,223-904,223904,4844910,5,680136673.256,146662.338748,973864480.226563,175449.757296477
148,28140,Loop ISD,Loop,83902,083-902,083902,4828140,7,554706583.583,98515.0791361,791040492.582031,117631.071514032
149,28410,Lovelady ISD,Lovelady,113903,113-903,113903,4828410,7,841617575.778,175718.550212,1156812957.35156,205997.004741531
150,26910,Latexo ISD,Latexo,113905,113-905,113905,4826910,7,248650346.129,93231.5418953,343690778.5625,109595.354984352
151,21630,Grapeland ISD,Grapeland,113902,113-902,113902,4821630,1,586858912.52,189326.420578,813041338.707031,222714.067476974
152,15720,Crockett ISD,Crockett,113901,113-901,113901,4815720,2,589713210.659,227645.390461,813416345.585938,267348.929972219
153,31170,Monahans-Wickett-Pyote ISD,Monahans-Wickett-Pyote,238902,238-902,238902,4831170,1,1289483448.54,181819.269154,1788051645.19531,213956.428037761
154,21480,Grandfalls-Royalty ISD,Grandfalls-Royalty,238904,238-904,238904,4821480,3,471848902.307,114267.622087,652510259.96875,134370.000598944
155,27960,Lometa ISD,Lometa,141902,141-902,141902,4827960,4,641097498.459,153604.414815,883695915.9375,180289.297328864
156,21300,Grady ISD,Grady,156905,156-905,156905,4821300,1,793479296.89,174723.976778,1118177142.36719,207413.96830437
